"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
3.38887488128723e-05,0.275898070454998,0.306,0.293,0.0677774976257446,"0","Nop16"
5.12855605692302e-05,0.341532881746226,0.333,0.445,0.10257112113846,"0","Rad23a"
8.67141433974179e-05,0.38348495314956,0.522,0.519,0.173428286794836,"0","Banf1"
0.000207536176833462,0.376637159366704,0.511,0.51,0.415072353666924,"0","Cct5"
0.000365728870761489,0.282091783345036,0.262,0.353,0.731457741522977,"0","Ftsj3"
0.000408589891664278,0.660631937385814,0.417,0.429,0.817179783328556,"0","Rcc2"
0.000548262094720074,0.334881860992414,0.417,0.425,1,"0","Lsm7"
0.000675209070554073,0.252075631451744,0.628,0.638,1,"0","Snrpe"
0.00141561006957095,0.274262199649205,0.466,0.479,1,"0","Snu13"
0.00195631740643126,0.290174751935956,0.426,0.438,1,"0","Tubb4b"
0.00200389099254609,0.509509160502075,0.308,0.327,1,"0","Stoml2"
0.00286051973648723,1.04348529060781,0.252,0.159,1,"0","Il5ra"
0.00344112021298663,0.30160480214267,0.241,0.256,1,"0","Pole3"
0.00353359952948405,0.399327612367834,0.413,0.406,1,"0","Lgmn"
0.00641536730798308,0.935969279787495,0.278,0.346,1,"0","Rfc3"
0.00756917138057018,0.277979056527494,0.279,0.362,1,"0","Lyar"
0,5.51911535074098,0.707,0.054,0,"1","Dapl1"
0,2.986322498775,0.803,0.212,0,"1","Cd8b1"
0,2.22680602244506,0.768,0.187,0,"1","Cd8a"
0,1.89146592519977,0.663,0.094,0,"1","Auts2"
0,1.56828177897537,0.618,0.051,0,"1","Trbv16"
0,1.19888869371929,0.614,0.054,0,"1","Trav7-4"
0,3.39682560278133,0.669,0.113,0,"1","Slc28a2b"
0,1.38088614805559,0.596,0.051,0,"1","Trbv29"
0,2.70515628650305,0.625,0.084,0,"1","Trbv14"
0,1.58652873413723,0.61,0.07,0,"1","Trav10"
0,2.33700032357431,0.559,0.02,0,"1","Trdv1"
0,1.35058221011143,0.593,0.055,0,"1","Trav12-2"
0,2.33654193725879,0.61,0.074,0,"1","Trbv31"
0,2.80038278659835,0.553,0.017,0,"1","Trav16"
0,2.03980142660542,0.593,0.058,0,"1","Trav14d-3-dv8"
0,1.78739966628501,0.559,0.027,0,"1","Trav9-1"
0,1.37994083549197,0.609,0.079,0,"1","Trdc"
0,1.65252251062846,0.568,0.044,0,"1","Trbv15"
0,1.70456375995933,0.569,0.045,0,"1","Trbv20"
0,0.515677961504848,0.553,0.03,0,"1","Gm43647"
0,1.8098486207012,0.601,0.08,0,"1","Trbv13-1"
0,1.49192119140296,0.587,0.069,0,"1","Trav14-3"
0,2.93571292953015,0.616,0.1,0,"1","1700062C10Rik"
0,1.46497127043777,0.534,0.022,0,"1","Trav5-1"
0,3.7013573980044,0.498,0.019,0,"1","Trav12-3"
0,1.74033270525976,0.468,0.013,0,"1","Trav14n-3"
0,0.588811724446012,0.48,0.027,0,"1","Pcsk1"
0,6.90941529056984,0.334,0.005,0,"1","Trav6-4"
0,4.61191397925564,0.308,0.002,0,"1","Myl10"
4.10014512885044e-289,0.985095877351774,0.622,0.096,8.20029025770089e-286,"1","Trbv12-2"
7.54337832127643e-289,1.819730788641,0.782,0.195,1.50867566425529e-285,"1","Trbc1"
2.17672325359477e-288,2.58565911818713,0.367,0.026,4.35344650718954e-285,"1","Dntt"
3.88082218465559e-286,1.47242226628708,0.719,0.194,7.76164436931119e-283,"1","Gm44174"
1.32004731071904e-277,1.23624561997868,0.595,0.073,2.64009462143808e-274,"1","Trbv13-3"
8.64635902158691e-270,2.37755391142862,0.449,0.037,1.72927180431738e-266,"1","Trav21-dv12"
9.49378086876624e-266,1.00635054095759,0.626,0.107,1.89875617375325e-262,"1","Trbv3"
1.65837345616681e-260,0.309702916039283,0.421,0.034,3.31674691233362e-257,"1","Kcnc2"
1.50380363359433e-259,1.33326927219465,0.407,0.032,3.00760726718866e-256,"1","Trav7-6"
1.24945448995725e-258,1.26172756712888,0.624,0.097,2.4989089799145e-255,"1","Trbv13-2"
3.90067868850529e-246,0.42551428776259,0.59,0.138,7.80135737701058e-243,"1","Dnajc6"
2.81660488988581e-238,0.366461153726499,0.391,0.023,5.63320977977162e-235,"1","Trbv17"
3.74428834077985e-227,1.10416618180948,0.419,0.05,7.48857668155969e-224,"1","Trav8-1"
2.13778963477313e-224,1.49571613838333,0.269,0.015,4.27557926954625e-221,"1","Gm11505"
3.35216476537842e-220,1.14283091156262,0.781,0.258,6.70432953075684e-217,"1","Cd226"
4.84386371884684e-211,0.371160003531673,0.576,0.125,9.68772743769367e-208,"1","Eng"
5.44666086191087e-211,0.670514896299084,0.622,0.165,1.08933217238217e-207,"1","Slc16a1"
2.95794749900816e-203,1.13245938750384,0.67,0.24,5.91589499801631e-200,"1","Atp1b1"
3.03635290532839e-199,0.716672034709107,0.514,0.101,6.07270581065677e-196,"1","Recql4"
3.09734014911185e-185,1.72455986275683,0.405,0.065,6.1946802982237e-182,"1","Trav9-4"
7.85243224453796e-183,1.20772110122647,0.25,0.009,1.57048644890759e-179,"1","Trav16d-dv11"
1.58512440251058e-176,1.1452118336816,0.688,0.255,3.17024880502115e-173,"1","Rgcc"
1.55873156398773e-172,0.363508217337079,0.725,0.287,3.11746312797546e-169,"1","Klrd1"
4.03497240602708e-168,1.10978126382835,0.607,0.222,8.06994481205416e-165,"1","Ccr9"
2.00493940159509e-157,2.38275779617256,0.307,0.039,4.00987880319017e-154,"1","Gm6213"
4.60590280376255e-157,0.955569798015225,0.428,0.064,9.2118056075251e-154,"1","Trav6-7-dv9"
3.9065978946587e-148,1.3378519352016,0.714,0.339,7.8131957893174e-145,"1","Fam241a"
7.07811225376799e-141,0.278332357743751,0.58,0.207,1.4156224507536e-137,"1","Ssx2ip"
4.90662001436178e-134,1.42988137504588,0.387,0.08,9.81324002872355e-131,"1","Rpl39l"
6.60009603492112e-133,0.707138196229705,0.647,0.277,1.32001920698422e-129,"1","Msh6"
2.94150947241405e-126,2.64175500112204,0.431,0.021,5.8830189448281e-123,"1","Trav14-1"
1.03082822855145e-124,1.34071797913458,0.314,0.049,2.06165645710291e-121,"1","Trav9-2"
5.23026483215853e-124,0.536846883444357,0.317,0.049,1.04605296643171e-120,"1","Trav4-3"
9.18615943620728e-121,5.5704616117379,0.584,0.105,1.83723188724146e-117,"1","Igfbp4"
6.35828344922008e-120,1.21100415512456,0.697,0.34,1.27165668984402e-116,"1","Rflnb"
3.41735902219436e-108,0.38018641250597,0.545,0.177,6.83471804438873e-105,"1","H4c14"
6.01304239962478e-107,1.16545031570856,0.666,0.321,1.20260847992496e-103,"1","Gar1"
8.52562452812775e-106,1.42729118524894,0.528,0.166,1.70512490562555e-102,"1","Nme4"
1.33115838997799e-103,0.774325734062513,0.928,0.728,2.66231677995598e-100,"1","Npm1"
8.14759311916882e-95,0.593112361322773,0.572,0.241,1.62951862383376e-91,"1","Timeless"
1.10571679770664e-90,1.15854131101395,0.644,0.287,2.21143359541328e-87,"1","Ftsj3"
3.33415288265989e-89,1.15548326806337,0.469,0.123,6.66830576531977e-86,"1","Slc19a1"
2.9753186066675e-86,0.850839608176616,0.62,0.288,5.95063721333499e-83,"1","Mrto4"
7.55305992136001e-86,0.617256343658886,0.521,0.178,1.510611984272e-82,"1","Tmem97"
1.03818470635664e-84,1.09646635614305,0.502,0.115,2.07636941271328e-81,"1","Xcl1"
1.35107581242365e-84,0.271561463406945,0.556,0.222,2.70215162484729e-81,"1","Cenpw"
1.75480327477261e-84,1.20732348314004,0.594,0.174,3.50960654954522e-81,"1","Tnfsf8"
6.22862670848895e-84,0.616690102975361,0.632,0.342,1.24572534169779e-80,"1","Psmd9"
9.42254375487172e-81,0.608388848019204,0.937,0.777,1.88450875097434e-77,"1","Hspa8"
3.78272148901807e-80,0.658448140781592,0.523,0.209,7.56544297803614e-77,"1","Ripor1"
9.37913463891249e-80,1.39638674599667,0.671,0.403,1.8758269277825e-76,"1","Gm15564"
3.97704887984298e-77,1.36833112220157,0.465,0.087,7.95409775968596e-74,"1","Nefh"
6.12925864573745e-77,0.841927011765295,0.849,0.568,1.22585172914749e-73,"1","Nop10"
5.41187486001534e-76,0.325149555979796,0.149,0.255,1.08237497200307e-72,"1","Pus7"
5.31337610375077e-75,0.487267475117573,0.538,0.216,1.06267522075015e-71,"1","Abcg2"
6.28212591057805e-73,0.462709557865238,0.541,0.233,1.25642518211561e-69,"1","Ifrd2"
5.6464370970842e-71,0.716152377701321,0.691,0.404,1.12928741941684e-67,"1","Noc2l"
6.72997896786782e-70,0.30127431201678,0.341,0.084,1.34599579357356e-66,"1","Gm15657"
4.14964969656932e-68,0.68149438740569,0.662,0.356,8.29929939313864e-65,"1","Eif1ax"
1.38368010531914e-62,0.324900565938,0.502,0.209,2.76736021063828e-59,"1","Mfsd4a"
2.77903884445188e-61,0.431935012926412,0.659,0.356,5.55807768890376e-58,"1","Mrps28"
1.02249444697047e-59,0.390650879085312,0.409,0.074,2.04498889394093e-56,"1","Mcrip2"
2.31084538346977e-59,0.356871253645212,0.557,0.285,4.62169076693954e-56,"1","Uros"
1.25009696859435e-58,0.399757805827376,0.869,0.555,2.5001939371887e-55,"1","Tubb5"
1.67639566349999e-57,0.713757362866125,0.678,0.373,3.35279132699998e-54,"1","Cct3"
3.57245221896665e-52,0.647689200350952,0.86,0.588,7.14490443793331e-49,"1","Smc4"
7.13681659225666e-52,0.777626109851499,0.624,0.351,1.42736331845133e-48,"1","Nhp2"
4.03190407671174e-51,0.341156190907817,0.497,0.176,8.06380815342349e-48,"1","Gm4951"
4.46902173315246e-51,3.43921089798309,0.271,0.018,8.93804346630491e-48,"1","Serpinh1"
1.84908998992157e-50,0.966661679822383,0.591,0.347,3.69817997984315e-47,"1","Shmt2"
3.57721078920605e-50,0.404874152027722,0.548,0.277,7.1544215784121e-47,"1","Atad3a"
5.78673779218835e-50,0.61381657580245,0.515,0.22,1.15734755843767e-46,"1","Fpgs"
4.97163055957923e-47,0.624621831845587,0.871,0.668,9.94326111915846e-44,"1","Eef1g"
1.66615069164915e-45,5.00696275489074,0.445,0.129,3.3323013832983e-42,"1","Ly6c1"
1.98313874411959e-45,0.320226684579103,0.629,0.355,3.96627748823918e-42,"1","Mthfd1l"
3.40486321741523e-45,0.583421208438895,0.865,0.686,6.80972643483046e-42,"1","Snrpg"
1.25597120979391e-44,0.450017127869983,0.624,0.366,2.51194241958781e-41,"1","Ssbp3"
1.34076061493946e-44,0.578468046960169,0.855,0.645,2.68152122987892e-41,"1","Eif4a1"
2.57665850654381e-44,1.56932379796742,0.56,0.321,5.15331701308761e-41,"1","Myc"
2.69726017581174e-44,0.264607378220763,0.625,0.36,5.39452035162348e-41,"1","Gbp2"
4.26577801017022e-44,0.382338111774178,0.941,0.77,8.53155602034044e-41,"1","Hsp90ab1"
6.55921569953133e-44,0.841736543190597,0.58,0.309,1.31184313990627e-40,"1","Glo1"
8.65925104383097e-43,0.331371398883174,0.594,0.337,1.7318502087662e-39,"1","Nasp"
1.93360023650426e-42,0.95276679546616,0.643,0.407,3.86720047300853e-39,"1","Bst2"
3.95832748995428e-41,0.571979716636014,0.619,0.341,7.91665497990855e-38,"1","Impdh2"
5.2949902192299e-41,1.52943648633743,0.504,0.231,1.05899804384598e-37,"1","Thra"
2.28972630585378e-39,0.316809561484998,0.55,0.314,4.57945261170756e-36,"1","Stx2"
9.22102331438254e-39,0.603374328229872,0.752,0.529,1.84420466287651e-35,"1","Atp5g1"
7.94549710471637e-38,0.471674155185126,0.581,0.328,1.58909942094327e-34,"1","Lgals1"
